COD IBGE;UF;Município;Populaçao;RENDA1;RENDA2;EDUC1;EDUC2;IEOC;ENDcont1;ENDcont2;IGD;IGDu;IGDe;IGDm;IDI;CP1;CP2;N;NE;CO;S;SE;ESQ;DIR;CENTRO;CPP;CPG;ME;TG;TA;TP;BP
4304663;RS;CAPÃO DO LEÃO;25321;466.93;0.4493;7.2;0.635552742;1.161531273;-0.083378839;0.199653713;0.974312677;0.442889981;0.250592135;0.280830562;0.031086436;0.654715578;2.896163093;0;0;0;1;0;1;0;0;0;0;1;8.6;8.75;7.586206897;10
3112109;MG;CAPARAÓ;5435;356.3;0.4431;12.4;0.760184706;1.139836961;0.751807304;1.469744538;1.050352998;0.719092494;0.188647412;0.142613093;0.050920449;0.496487104;1.98604645;0;0;0;0;1;0;0;1;0;0;1;1.8;0.714285714;4.827586207;0
4304689;RS;CAPELA DE SANTANA;11198;525.79;0.3964;6;0.63728964;1.330018666;-0.142663693;0.732236141;0.744479055;0.385480716;0.16995366;0.189044679;0.110233563;0.582974838;2.397936844;0;0;0;1;0;0;0;1;0;1;1;7.8;7.857142857;8.275862069;6.666666667
3510302;SP;CAPELA DO ALTO;19212;521.29;0.4022;6.1;0.849932009;1.242886426;0.019917082;0.138328916;0.809206523;0.365474524;0.200849376;0.242882624;0.123133582;0.58826698;2.428758325;0;0;0;0;1;0;0;1;0;0;0;2.5;0.892857143;6.896551724;0
2906857;BA;CAPELA DO ALTO ALEGRE;12123;291.82;0.4977;27.4;0.590542285;1.110232031;2.070937202;2.55580546;0.976046554;0.628795707;0.099215874;0.248034974;0.048567512;0.499011654;1.996054416;0;1;0;0;0;0;0;1;0;0;1;1.4;2.5;0;0
3112208;MG;CAPELA NOVA;4836;337.67;0.4462;9.9;0.760172494;1.332348886;-0.06085756;0.149512638;1.071565307;0.799486563;0.169731023;0.102347721;0.046827556;0.499957126;1.99982852;0;0;0;0;1;1;0;0;1;1;1;5.7;4.821428571;6.896551724;6.666666667
3112307;MG;CAPELINHA;37041;425.57;0.5335;18;0.822588282;1.200533162;-0.096193269;0.082919705;0.893389427;0.523907285;0.236877949;0.132604193;0.094703231;0.446894595;1.807973654;0;0;0;0;1;0;0;1;0;0;0;5.8;8.035714286;4.482758621;0
3112406;MG;CAPETINGA;7203;539.88;0.4324;13.2;0.776140183;1.312577416;-0.037854508;0.06788923;1.059374532;0.668245242;0.245238917;0.145890373;0.01870849;0.636521731;2.751196108;0;0;0;0;1;0;0;1;0;0;1;2.4;0.714285714;6.896551724;0
2504033;PB;CAPIM;6206;189.95;0.5152;39.2;0.602319768;1.206936812;0.463378108;0.494057924;1.047589754;0.618587184;0.093569279;0.335433291;0.034318956;0.499774006;1.999096433;0;1;0;0;0;0;0;1;0;0;1;7.7;8.928571429;9.310344828;0
3112505;MG;CAPIM BRANCO;9461;493.86;0.4063;6.2;0.804630252;1.184956136;0.634713591;0.730697882;0.88487489;0.52981064;0.209075228;0.145989023;0.021844131;0.533354279;2.142953326;0;0;0;0;1;0;0;1;0;0;1;5.7;7.5;5.172413793;0
2906873;BA;CAPIM GROSSO;29107;371.99;0.5493;19.2;0.589028732;1.176717626;0.619431492;0.72456857;0.987760849;0.595837599;0.095832029;0.296091221;0.067193656;0.497485079;1.989990663;0;1;0;0;0;0;0;1;0;0;1;5.1;5.178571429;7.586206897;0
3112604;MG;CAPINÓPOLIS;16038;827.51;0.5936;12.2;0.782876194;1.174715952;0.762333542;0.974472062;0.803972568;0.408566205;0.301956723;0.09344964;0.0629;0.576857496;2.363270034;0;0;0;0;1;0;1;0;0;0;0;7.1;8.214285714;8.620689655;0
4203907;SC;CAPINZAL;21928;805.04;0.449;5.5;0.819991187;1.235126004;-0.131301913;0.050774734;0.782748866;0.301629614;0.320057732;0.16106152;0.098208104;0.495093558;1.980564947;0;0;0;1;0;1;0;0;1;0;1;9.8;10;9.310344828;10
4304697;RS;CAPITÃO;2749;835.54;0.3829;4.3;0.892764706;1.317163044;-0.222883584;0.048004398;1.036123487;0.501584487;0.418497334;0.116041666;0.118414115;0.499893128;1.999572603;0;0;0;1;0;1;0;0;0;0;1;7.4;9.464285714;7.24137931;0
3112653;MG;CAPITÃO ANDRADE;5270;389.88;0.5145;16;0.798546662;1.234631605;-0.106450708;0.074169264;0.978974572;0.672170826;0.170571484;0.136232262;0.104249364;0.533806445;2.145031799;0;0;0;0;1;0;0;1;0;0;1;2.7;4.821428571;0;0
2202406;PI;CAPITÃO DE CAMPOS;11208;245.08;0.5151;32.1;0.741036281;1.20287921;-0.231988507;0.156056905;0.915243351;0.512270605;0.049919896;0.35305285;0.049415203;0.489426512;1.958581914;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
2202455;PI;CAPITÃO GERVÁSIO OLIVEIRA;3993;180.38;0.5612;29.4;0.604166412;1.142935688;0.033726652;0.137862463;1.026098739;0.713976297;0.066309643;0.245812799;0.070502812;0.648886429;2.848081309;0;1;0;0;0;0;0;1;0;0;1;4.9;4.285714286;8.620689655;0
3112802;MG;CAPITÓLIO;8574;648.2;0.4049;6.3;0.856150722;1.293053946;-0.201249481;0.027603657;0.636579686;0.368666396;0.209180547;0.058732744;0.131433392;0.45525763;1.835730164;0;0;0;0;1;1;0;0;1;1;1;4.4;7.857142857;0;0
3510401;SP;CAPIVARI;52559;800.99;0.4759;4.3;0.904178776;1.146368906;0.183663585;0.847418851;0.60042714;0.236950485;0.217031732;0.146444923;0.093719428;0;1;0;0;0;0;1;1;0;0;0;0;1;6;7.5;6.206896552;0
4203956;SC;CAPIVARI DE BAIXO;23342;713.53;0.3674;3.8;0.781583425;1.204705627;0.082058573;0.161361992;0.788924297;0.312855911;0.322561275;0.153507111;0.028707409;0.479943961;1.9228697;0;0;0;1;0;0;1;0;0;0;1;8.6;9.285714286;10;3.333333333
1200179;AC;CAPIXABA;10170;332.55;0.5627;21.8;0.645727374;1.138751897;0.030149965;0.100443799;0.976859068;0.46227937;0.156392039;0.358187658;0.06208875;0.746706381;3.947987331;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
2603801;PE;CAPOEIRAS;20000;214.37;0.5067;30.3;0.596698125;0.854660896;5.763542796;5.827545659;0.932144063;0.537317008;0.111908886;0.282918168;0.075251092;0.556041551;2.252463043;0;1;0;0;0;1;0;0;0;1;1;2.6;0.357142857;8.275862069;0
3112901;MG;CAPUTIRA;9371;344.55;0.5718;13.8;0.755757301;1.197290813;0.178044655;0.286442502;0.984927097;0.634664723;0.171842572;0.178419802;0.040649088;0.636057283;2.747685154;0;0;0;0;1;0;0;1;0;0;1;1.5;0.357142857;4.482758621;0
3510500;SP;CARAGUATATUBA;111524;746.56;0.5202;4.6;0.955333333;1.152349374;0.204013237;0.895585097;0.613470273;0.271848548;0.201648592;0.139973133;0.215405338;0.605285841;2.533478917;0;0;0;0;1;0;0;1;0;1;1;5.6;6.071428571;7.586206897;0
3113008;MG;CARAÍ;23458;241.36;0.5365;26.6;0.673067696;1.145416809;0.373658252;0.465015461;0.942515065;0.606182412;0.130463864;0.205868788;0.037483822;0.462440077;1.860257725;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
4104659;PR;CARAMBEÍ;21233;701.36;0.5444;5.3;0.782068813;1.257036198;0.032728729;0.201350001;0.914873285;0.290469741;0.497180704;0.12722284;0.069158852;0.524030695;2.10097582;0;0;0;1;0;0;1;0;0;0;1;7.4;7.857142857;5.172413793;10
3113107;MG;CARANAÍBA;3330;315.33;0.4423;8.8;0.779923344;1.337083381;-0.035532604;0.108282268;1.114308089;0.780317566;0.266064441;0.067926083;0.033183397;0.497702936;1.990853762;0;0;0;0;1;1;0;0;1;1;1;4.5;8.035714286;0;0
3113206;MG;CARANDAÍ;24864;483.02;0.4786;7.4;0.842765594;1.263456219;-0.188012054;0.386195655;0.821137095;0.407342579;0.249134249;0.164660267;0.074230688;0.514497011;2.059719552;0;0;0;0;1;0;0;1;0;0;1;4.2;6.25;0.689655172;3.333333333
3113305;MG;CARANGOLA;33412;613.8;0.4904;9.3;0.78045449;1.143896826;0.401617912;0.635807156;0.710565753;0.474166592;0.144136833;0.092262328;0.073301662;0.664093701;2.97702068;0;0;0;0;1;0;0;1;0;0;1;4.9;4.821428571;5.862068966;3.333333333
3113404;MG;CARATINGA;90192;593.88;0.5466;9.8;0.833024015;1.229328646;0.363245302;0.516393919;0.809680939;0.495452022;0.186514038;0.127714879;0.044763285;0.505780155;2.023391029;0;0;0;0;1;0;0;1;0;0;1;3.2;1.964285714;7.24137931;0
1301001;AM;CARAUARI;27645;212.91;0.5402;27.2;0.676133813;1.130755496;0.205226489;0.34585718;0.896219564;0.421853386;0.201427875;0.272938303;0.113960174;0.503966892;2.015994464;1;0;0;0;0;0;0;1;0;0;0;4.5;1.071428571;10;6.666666667
4304705;RS;CARAZINHO;61875;875.47;0.5179;3.9;0.806040348;1.095671822;-0.144728123;0.423324999;0.671548162;0.253114625;0.31015104;0.108282496;0.052644065;0.612031631;2.577529717;0;0;0;1;0;1;0;0;0;0;1;9.5;10;10;6.666666667
3113503;MG;CARBONITA;9487;366.96;0.4701;18.1;0.787410682;1.190348954;0.08021167;0.169666492;0.882308985;0.507153414;0.24625197;0.128903601;0.114240893;0.492523801;1.970535764;0;0;0;0;1;1;0;0;1;1;1;5.1;9.107142857;0;0
2907004;BA;CARDEAL DA SILVA;9681;195.99;0.5472;21.9;0.478717715;1.302466179;0.2789331;0.352208959;1.157989327;0.553740563;0.130224857;0.474023908;0.02853979;0.497264959;1.989119355;0;1;0;0;0;1;0;0;0;0;0;3.2;1.785714286;7.586206897;0
3510708;SP;CARDOSO;12257;589.7;0.4361;9.7;0.942711155;1.242956986;0.117861281;0.883365738;0.772404689;0.372615898;0.270079734;0.129709057;0.093482683;0.656692325;2.912839042;0;0;0;0;1;0;0;1;0;0;1;3.8;6.785714286;0;0
3301157;RJ;CARDOSO MOREIRA;12578;448.88;0.4698;13.9;0.719236421;1.323009196;-0.353899293;0.957714052;0.812834999;0.332537805;0.360546866;0.119750328;0.012753698;0.488532963;1.955160212;0;0;0;0;1;0;0;1;0;0;1;3.2;5.178571429;1.034482759;0
3113602;MG;CAREAÇU;6645;493.43;0.4077;12.5;0.766367569;1.359416964;0.085826544;0.12824325;0.940334847;0.59831863;0.220122849;0.121893368;0.100074491;0.495695936;1.982930678;0;0;0;0;1;1;0;0;1;1;1;0.2;0.357142857;0;0
1301159;AM;CAREIRO DA VÁRZEA;27357;205.17;0.5722;19.6;0.59675947;1.25857496;-0.152964404;0.031502185;1.000267662;0.545056901;0.174344153;0.280866608;0.169109166;0.650938038;2.864820887;1;0;0;0;0;0;0;1;0;0;1;3.3;1.964285714;7.586206897;0
3201308;ES;CARIACICA;378915;593.92;0.4728;6;0.766233369;1.191113147;0.279057888;0.739411278;0.713438229;0.216907182;0.264258654;0.232272393;0.081370532;0.685613647;3.18079964;0;0;0;0;1;1;0;0;0;0;1;5;5;7.586206897;0
2303006;CE;CARIDADE;21524;201.93;0.5244;28.3;0.656895189;1.100473901;0.539087438;0.627101234;1.028448788;0.569776677;0.134959718;0.323712393;0.055610608;0.610213266;2.565505476;0;1;0;0;0;0;0;1;0;0;1;8.5;10;10;0
2907103;BA;CARINHANHA;29864;205.18;0.5172;24.5;0.587221466;1.21263945;0.560468239;0.638304574;0.957455245;0.446705999;0.090470834;0.420278412;0.103866164;0.544292884;2.194391889;0;1;0;0;0;1;0;0;1;1;1;6.4;5.535714286;9.655172414;3.333333333
2801405;SE;CARIRA;21299;290.02;0.4961;34.2;0.526367153;1.146856983;0.150746476;0.183179152;1.010307496;0.530705548;0.106553611;0.373048337;0.048929953;0.466614975;1.874818291;0;1;0;0;0;0;0;1;0;0;1;0.8;1.428571429;0;0
2303105;CE;CARIRÉ;18637;223.75;0.542;29;0.755448904;1.274423969;0.677506895;0.785969838;0.957731997;0.548862209;0.131354987;0.277514801;0.160364156;0.387063966;1.631491616;0;1;0;0;0;0;0;1;0;0;0;4.5;4.464285714;6.896551724;0
1703867;TO;CARIRI DO TOCANTINS;4116;423.77;0.4653;14.3;0.69401233;1.196366711;-0.014981666;0.013231134;1.050009156;0.528019078;0.374772221;0.147217857;0.057127996;0.498891737;1.995576751;1;0;0;0;0;1;0;0;0;0;1;4.4;3.75;7.931034483;0
2303204;CE;CARIRIAÇU;26840;241.49;0.5175;29.7;0.716838778;1.073617455;0.779562499;1.154218555;0.885576316;0.505681211;0.06172523;0.318169875;0.074994023;0.500296906;2.00118833;0;1;0;0;0;0;0;1;0;0;1;10;10;10;10
5102793;MT;CARLINDA;10493;413.85;0.4831;15.9;0.762779513;1.181682189;-0.238568713;0.5212054;0.820819269;0.422943029;0.221889457;0.175986784;0.049966929;0.497009262;1.988108179;0;0;1;0;0;1;0;0;0;0;1;7.9;7.857142857;6.896551724;10
4104709;PR;CARLÓPOLIS;14289;603.44;0.475;7.7;0.780619569;1.25603273;-0.119562725;0.096746563;0.981799752;0.570674985;0.274296936;0.13682783;0.061550606;0.578344229;2.371602785;0;0;0;1;0;0;0;1;0;0;1;3.2;2.678571429;5.862068966;0
4304804;RS;CARLOS BARBOSA;27279;1444.06;0.5073;3.1;0.848985749;1.304472068;-0.124955052;0.703809828;0.614824005;0.191777056;0.353712752;0.069334197;0.094118871;0.4863875;1.946993113;0;0;0;1;0;1;0;0;0;0;0;10;10;10;10
3113701;MG;CARLOS CHAGAS;20090;420.41;0.5448;22.4;0.7374991;1.1992267;0.018154116;0.667124853;0.834157994;0.485424702;0.202243237;0.146490055;0.024545068;0.49303564;1.972525247;0;0;0;0;1;0;0;1;0;0;1;6.5;7.142857143;6.896551724;3.333333333
3113800;MG;CARMÉSIA;2584;403.35;0.481;16;0.743793107;1.356294662;-0.740659967;0.136342654;0.936148885;0.610435399;0.23599787;0.089715616;0.047070288;0;1;0;0;0;0;1;0;0;1;0;0;1;2.3;1.785714286;4.482758621;0
3113909;MG;CARMO DA CACHOEIRA;12276;522.9;0.4575;10.6;0.831643704;1.230131225;-0.031853807;0.094769362;0.940482776;0.518360253;0.2437267;0.178395823;0.034067339;0.594693503;2.467268619;0;0;0;0;1;0;0;1;0;0;0;6.5;6.785714286;7.586206897;3.333333333
3114006;MG;CARMO DA MATA;11429;545.43;0.4043;7.6;0.792912331;1.165705157;0.341249245;0.566494563;0.840979595;0.532422714;0.181721973;0.126834908;0.10103207;0.478901312;1.919022294;0;0;0;0;1;0;1;0;0;0;1;3.7;6.607142857;0;0
3114105;MG;CARMO DE MINAS;14550;505.93;0.4798;10.6;0.761592707;1.290885599;0.091900492;0.198405288;0.948667989;0.591042184;0.185257165;0.17236864;0.072819091;0.627561708;2.685008554;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
3114204;MG;CARMO DO CAJURU;21519;587.75;0.4463;6.8;0.813346514;1.301887746;-0.882112783;0.142226337;0.726600286;0.41241471;0.18520344;0.128982137;0.076152368;0.607474637;2.547606074;0;0;0;0;1;0;0;1;0;0;1;7.7;8.392857143;6.896551724;6.666666667
3114303;MG;CARMO DO PARANAÍBA;30739;649.61;0.5113;8.1;0.862932348;1.162659853;-0.082504483;0.339528992;0.778482441;0.429315639;0.246248058;0.102918744;0.100532422;0.552272913;2.233503463;0;0;0;0;1;0;1;0;0;0;1;4.9;7.5;0.689655172;3.333333333
5205000;GO;CARMO DO RIO VERDE;9571;530.82;0.4595;11;0.848689975;1.047850302;-0.004956106;-0.00215175;0.866739616;0.431832153;0.298412993;0.136494469;0.06114028;0.559872577;2.272069285;0;0;1;0;0;0;0;1;0;1;1;9.8;9.642857143;10;10
2801504;SE;CARMÓPOLIS;15283;377.89;0.5589;12.7;0.73886927;1.050188597;0.116206922;0.201448423;0.73848943;0.423184486;0.132627913;0.182677032;0.018838374;0.395063901;1.653067162;0;1;0;0;0;1;0;0;1;0;0;3.2;1.607142857;7.931034483;0
3114501;MG;CARMÓPOLIS DE MINAS;18416;595.74;0.4635;4.6;0.829012174;1.489104297;-0.118972067;0.086472889;0.837095119;0.477782518;0.218785472;0.140527129;0.063686627;0.405587494;1.68233338;0;0;0;0;1;0;0;1;0;0;1;3.9;2.5;8.620689655;0
2603900;PE;CARNAÍBA;19253;227.07;0.539;25.5;0.817577216;1.172420484;0.170546507;0.303250739;0.926685813;0.54330159;0.091417496;0.291966727;0.033625627;0.379819585;1.612434021;0;1;0;0;0;1;0;0;0;1;1;5.6;6.428571429;6.896551724;0
2402402;RN;CARNAÚBA DOS DANTAS;7972;386.99;0.4078;15;0.834003038;1.147028249;0.067243107;0.181149575;1.018494385;0.659156135;0.16043898;0.198899269;0.034429525;0.477502553;1.913884949;0;1;0;0;0;1;0;0;0;0;1;5.8;8.214285714;0.689655172;6.666666667
2303402;CE;CARNAUBAL;17374;220.78;0.5351;29;0.785550017;1.222634114;0.09479521;0.157601368;1.037166733;0.591094412;0.150905493;0.295166829;0.0467474;0.432750886;1.762893896;0;1;0;0;0;0;0;1;0;0;1;5.2;4.464285714;7.586206897;3.333333333
2603926;PE;CARNAUBEIRA DA PENHA;12496;167.93;0.566;26.6;0.634415506;1.205772458;0.160188451;0.511570604;0.877461425;0.509895126;0.120831996;0.246734303;0.034798293;0.343043161;1.522170012;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0
3114550;MG;CARNEIRINHO;9939;751.66;0.5397;11.5;0.83502234;1.260681992;0.162956602;0.204930727;1.03377337;0.42757459;0.530389853;0.075808927;0.024860554;0.659264886;2.934831071;0;0;0;0;1;0;0;1;0;0;1;3.9;6.607142857;0.689655172;0
1400233;RR;CAROEBE;8997;331.13;0.5549;13.3;0.657121148;1.163357647;0.003005442;0.647242213;0.632958062;0.254351496;0.147539712;0.231066853;1.095706259;0.605032413;2.531853326;1;0;0;0;0;0;0;1;0;0;1;3.9;0.714285714;6.896551724;10
2102804;MA;CAROLINA;23902;323.2;0.5624;15.7;0.645875631;1.161287358;-0.245394072;0.12675196;0.903455297;0.48717993;0.109647452;0.306627915;0.024597534;0.568923869;2.319775856;0;1;0;0;0;0;0;1;0;0;1;5.1;5.535714286;6.896551724;0
2604007;PE;CARPINA;80194;388.37;0.521;15.9;0.706613651;1.078538959;0.409698489;0.431146506;0.854088868;0.44291931;0.206430968;0.20473859;0.046549746;0.504995942;2.020185457;0;1;0;0;0;1;0;0;0;1;1;2;3.571428571;0;0
2504108;PB;CARRAPATEIRA;2566;208.8;0.4764;28;0.714981116;1.175120309;0.586895765;0.609843225;1.132074693;0.845014004;0.105253009;0.18180768;0.01533992;0.574983494;2.352849795;0;1;0;0;0;0;0;1;0;0;1;5.7;5.714285714;8.620689655;0
2604106;PE;CARUARU;342328;540.9;0.5422;14.9;0.697469089;1.136970924;1.174755576;1.233244042;0.701881406;0.299376424;0.205486461;0.197018521;0.050512688;0.504280489;2.017269801;0;1;0;0;0;1;0;0;0;0;0;6.6;9.642857143;4.137931034;0
3114709;MG;CARVALHÓPOLIS;3523;578.09;0.4319;7.5;0.883229383;1.297058108;-0.137650464;0.495817115;0.92084796;0.619103028;0.170491499;0.131253432;0.063205592;0.499415864;1.997666182;0;0;0;0;1;1;0;0;1;1;0;6.3;8.392857143;5.517241379;0
3114808;MG;CARVALHOS;4642;505.66;0.531;14.5;0.781496857;1.285216935;-0.056529065;0.064715465;1.07740327;0.828874095;0.165958768;0.082570407;0.004989839;0.494521049;1.978321743;0;0;0;0;1;0;1;0;0;0;1;6;6.607142857;6.206896552;3.333333333
3510807;SP;CASA BRANCA;29739;700.14;0.5122;5.4;0.944833333;1.151713807;0.226092811;0.296478593;0.77847377;0.344091136;0.337123386;0.097259248;0.047549547;0.619603877;2.628838567;0;0;0;0;1;0;0;1;0;1;1;6.2;6.428571429;8.965517241;0
3114907;MG;CASA GRANDE;2308;338.59;0.4035;5.2;0.793735294;1.25463429;-0.066037613;0.085514289;1.056193417;0.787253533;0.176132664;0.09280722;0.026799746;0.494781667;1.979342267;0;0;0;0;1;0;0;1;0;0;0;3.4;2.857142857;6.206896552;0
2907202;BA;CASA NOVA;71504;285.91;0.5483;23.3;0.458662358;0.850822845;0.717809994;0.838362233;0.996624515;0.463016911;0.156008438;0.377599166;0.203771572;0.465104464;1.869523921;0;1;0;0;0;0;0;1;0;0;1;5.7;6.607142857;6.896551724;0
4304903;RS;CASCA;9016;977.68;0.431;4.4;0.898431373;1.26917646;-0.219064523;0.228501763;0.810606593;0.327033784;0.399774239;0.083798569;0.078911818;0.496756654;1.987110229;0;0;0;1;0;0;1;0;0;0;0;7.7;9.107142857;7.24137931;3.333333333
1703909;TO;CASEARA;5043;442.28;0.6171;17.2;0.755060224;1.171957795;0.232063735;0.343784972;1.025672966;0.623837;0.156979465;0.244856502;0.01562803;0.703337698;3.370836112;1;0;0;0;0;0;1;0;0;0;1;3.2;2.142857143;6.896551724;0
4304952;RS;CASEIROS;3152;582.22;0.4917;10.5;0.714095305;1.398276657;-0.289583746;0.820741607;0.786954726;0.485109019;0.227707689;0.074138018;0.108537393;0.49995139;1.99980558;0;0;0;1;0;0;1;0;0;0;1;7.2;7.142857143;9.310344828;3.333333333
3301306;RJ;CASIMIRO DE ABREU;39414;742.57;0.4967;6.1;0.813936722;1.087959399;0.386129714;1.275839926;0.730479675;0.350234317;0.275151503;0.105093855;0.021036723;0.576419451;2.360826063;0;0;0;0;1;0;0;1;0;0;0;9;10;10;3.333333333
2604155;PE;CASINHAS;14189;199.58;0.4535;31.3;0.770281613;1.30677216;1.072567239;1.403202832;0.725592036;0.442758157;0.065625733;0.217208145;0.045187411;0.494554442;1.978452446;0;1;0;0;0;0;0;1;0;0;1;2.4;3.928571429;0.689655172;0
2504157;PB;CASSERENGUE;7350;167.49;0.5814;42.2;0.594585624;1.09111746;0.204121954;0.267626146;1.061321399;0.665871755;0.08764586;0.307803784;0.027644365;0.499364895;1.997462804;0;1;0;0;0;0;0;1;0;0;1;6.9;6.964285714;8.620689655;3.333333333
3115102;MG;CÁSSIA;17991;709.54;0.4825;9.9;0.848279494;1.341337154;-0.036926809;0.081133546;0.886617374;0.558214352;0.205714819;0.122688203;0.073668128;0.490258712;1.961779481;0;0;0;0;1;0;1;0;0;0;1;4.2;6.785714286;1.379310345;0
1100908;RO;CASTANHEIRAS;3653;455.51;0.4996;13.1;0.602284208;1.266326954;0.024587443;0.705201654;0.831636962;0.476618882;0.271354739;0.083663341;0.05651235;0.483354174;1.935561946;1;0;0;0;0;0;1;0;0;0;1;7.6;6.428571429;8.620689655;10
5205059;GO;CASTELÂNDIA;3659;705.39;0.5906;25;0.787666902;1.246782325;0.93076305;1.077881463;1.049079723;0.714451758;0.224025765;0.1106022;0.005588006;0.453980288;1.831435711;0;0;1;0;0;0;0;1;0;0;0;2.6;4.285714286;0.689655172;0
3201407;ES;CASTELO;37582;631.45;0.4586;8;0.891695619;1.162155096;-0.127984261;0.052942083;0.933852081;0.444545062;0.280779474;0.208527544;0.091838926;0.539906284;2.173470242;0;0;0;0;1;1;0;0;0;0;1;7;8.035714286;5.172413793;6.666666667
2202604;PI;CASTELO DO PIAUÍ;18466;265.67;0.4893;26.7;0.789093308;1.055840846;-0.155483736;0.027403444;0.965942938;0.501131967;0.124827506;0.339983464;0.130263545;0.517128283;2.07094341;0;1;0;0;0;0;0;1;0;0;1;9;8.571428571;9.310344828;10
3511003;SP;CASTILHO;19620;568.34;0.4803;8.6;0.933640531;1.24470335;-0.160350656;0.054269095;0.9816775;0.310027703;0.561913545;0.109736252;0.096454659;0.616557857;2.607955379;0;0;0;0;1;0;0;1;0;1;1;4.9;6.428571429;4.482758621;0
2907301;BA;CASTRO ALVES;27194;303.96;0.5494;23.2;0.622066804;1.272920106;0.52788614;0.686894044;1.031378374;0.58034102;0.111034004;0.340003349;0.015232979;0.499170126;1.996686005;0;1;0;0;0;0;0;1;0;0;0;1.6;0.714285714;4.137931034;0
3115300;MG;CATAGUASES;73712;681.36;0.512;5.5;0.853675927;1.143424132;-0.304660974;0.162707484;0.875698796;0.50652239;0.240517475;0.128658932;0.050763836;0.499008094;1.996040232;0;0;0;0;1;0;0;1;0;0;1;6.9;8.035714286;8.275862069;0
5205109;GO;CATALÃO;96836;945.78;0.5104;4.9;0.860866521;1.255405415;-0.101459124;0.160854003;0.67824087;0.211635037;0.401321683;0.06528415;0.163136464;0.528004697;2.11866515;0;0;1;0;0;0;0;1;0;0;1;4.7;8.392857143;0;0
3511102;SP;CATANDUVA;118853;928.94;0.4651;4.8;0.949526733;1.003368984;0.170234523;0.765827826;0.539367179;0.204560547;0.221921511;0.112885122;0.046227076;0.51776243;2.073666719;0;0;0;0;1;0;0;1;0;1;1;7.6;8.75;9.310344828;0
3115359;MG;CATAS ALTAS;5184;497.82;0.392;7.4;0.760794368;1.410576477;-0.104422268;0.01075415;1.043103675;0.490568075;0.485212025;0.067323576;0.179911836;0.546001459;2.202650252;0;0;0;0;1;1;0;0;1;1;0;5;7.321428571;3.103448276;0
2604205;PE;CATENDE;40857;282.32;0.5552;25.2;0.688903871;1.073159946;0.736522694;0.834660755;1.010936858;0.565579265;0.12764151;0.317335272;0.05688448;0.512167453;2.049883728;0;1;0;0;0;1;0;0;0;1;1;5.6;4.821428571;8.275862069;3.333333333
3511201;SP;CATIGUÁ;7553;768.15;0.4317;9.5;0.887962892;1.197000529;-0.027448485;0.174699756;0.938722469;0.496562254;0.282277819;0.159882396;0.050007777;0.499984985;1.999939941;0;0;0;0;1;0;0;1;0;0;1;4.1;7.321428571;0;0
2504207;PB;CATINGUEIRA;4912;248.32;0.5192;35.9;0.634459834;1.227595666;0.414820948;0.59051807;1.090265791;0.755900018;0.093613453;0.240752321;0.040271265;0.499226969;1.996912648;0;1;0;0;0;0;0;1;0;0;1;4;4.821428571;4.482758621;0
2907400;BA;CATOLÂNDIA;3644;242.36;0.5217;25.3;0.786669213;1.236342274;0.181717223;0.260247739;1.095482718;0.765839659;0.146063;0.183580059;0.031577127;0.493852813;1.975709883;0;1;0;0;0;1;0;0;1;1;1;0.4;0.714285714;0;0
2504306;PB;CATOLÉ DO ROCHA;29990;367.92;0.5046;22.8;0.675962856;1.129198013;0.614949996;0.73683358;1.007057958;0.632453481;0.125508885;0.249095592;0.063595619;0.499703782;1.99881583;0;1;0;0;0;0;0;1;0;0;1;7.3;8.214285714;7.586206897;3.333333333
2907509;BA;CATU;55380;458.94;0.5796;10.5;0.647627562;1.215347839;-0.677429163;0.475560188;0.814943517;0.51235765;0.114243661;0.188342206;0.055478717;0.494243355;1.977235514;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0
4305009;RS;CATUÍPE;9438;919.77;0.5605;4.7;0.857442711;1.293777952;-0.149485903;0.095796748;0.958277875;0.407659851;0.410492536;0.140125488;0.131038137;0.495655016;1.982769793;0;0;0;1;0;1;0;0;0;0;1;6.4;8.75;0;10
3115458;MG;CATUJI;6721;216.35;0.5546;25.2;0.685831199;1.136254312;0.372778639;0.5196056;0.856167409;0.550259523;0.146467747;0.159440139;0.076023052;0.406817555;1.685821973;0;0;0;0;1;0;0;1;0;0;1;0.2;0.357142857;0;0
5205208;GO;CATURAÍ;4944;495.38;0.4418;12.1;0.830044009;1.252875076;-0.067502681;0.042440406;1.063470677;0.631927474;0.305589384;0.125953819;0.009732288;0.495640088;1.982711107;0;0;1;0;0;0;1;0;0;0;0;3.9;6.964285714;0;0
2907558;BA;CATURAMA;9762;231.3;0.5038;27.4;0.625387289;1.30425081;0.603996395;0.659952202;1.233925288;0.660895728;0.130430647;0.442598913;0.012467966;0.491513561;1.966620785;0;1;0;0;0;0;0;1;0;0;1;3.4;5.178571429;0;3.333333333
